,city,timestamp,temperature,wind,humidity,dew_point,pressure,uv_index,O3_aqi,O3_medida,CO_aqi,CO_medida,NO2_aqi,NO2_medida,PM10_aqi,PM10_medida,PM2_5_aqi,PM2_5_medida,SO2_aqi,SO2_medida,polluted
315,manaus,2025-05-27 00:00,27.0,5.0,80.0,23.0,1013.0,0.0,21.0,39.5,1.0,170.0,2.0,5.22,12.0,15.18,36.0,10.11,1.0,1.86,1
316,belo_horizonte,2025-05-27 00:00,18.0,8.0,74.0,13.0,1023.0,0.0,25.0,34.04,1.0,160.0,6.0,11.1,6.0,7.29,30.0,7.15,1.0,3.21,1
317,fortaleza,2025-05-27 00:00,28.0,24.0,76.0,23.0,1014.0,0.0,31.0,55.17,1.0,100.0,1.0,1.67,9.0,10.52,31.0,6.87,1.0,1.0,1
318,campo_grande,2025-05-27 00:00,23.0,10.0,64.0,16.0,1017.0,0.0,28.0,53.93,1.0,130.0,2.0,4.81,2.0,1.99,10.0,1.97,1.0,1.0,0
319,curitiba,2025-05-27 00:00,14.0,5.0,97.0,14.0,1021.0,0.0,21.0,30.15,3.0,360.0,16.0,30.73,34.0,35.1,84.0,31.39,3.0,5.33,1
320,fernandopolis,2025-05-27 01:01,19.0,10.0,67.0,13.0,1015.0,0.0,27.0,45.38,1.0,150.0,3.0,7.17,4.0,3.93,14.0,3.4,1.0,1.0,0
321,ribeirao_preto,2025-05-27 01:01,18.0,10.0,67.0,12.0,1019.0,0.0,25.0,47.4,2.0,280.0,6.0,11.88,14.0,15.31,52.0,13.16,1.0,2.37,1
322,sao_paulo,2025-05-27 01:01,19.0,0.0,74.0,14.0,1022.0,0.0,12.0,8.35,8.0,810.0,44.0,84.9,44.0,55.3,89.0,33.84,10.0,17.96,1
323,porto_alegre,2025-05-27 01:01,18.0,8.0,96.0,17.0,1013.0,0.0,27.0,42.09,1.0,240.0,7.0,14.97,18.0,17.14,65.0,17.1,1.0,4.67,1
324,rio_de_janeiro,2025-05-27 01:01,21.0,5.0,87.0,19.0,1019.0,0.0,19.0,31.35,2.0,270.0,11.0,23.31,16.0,15.37,60.0,15.32,1.0,4.57,1
325,manaus,2025-05-27 01:01,26.0,0.0,86.0,24.0,1013.0,0.0,20.0,38.32,1.0,170.0,2.0,5.21,16.0,20.43,45.0,13.11,1.0,1.98,1
326,belo_horizonte,2025-05-27 01:01,18.0,10.0,73.0,13.0,1020.0,0.0,19.0,32.82,1.0,160.0,5.0,9.21,6.0,6.2,28.0,6.07,1.0,3.63,1
327,fortaleza,2025-05-27 01:01,28.0,26.0,76.0,23.0,1014.0,0.0,30.0,52.29,1.0,100.0,1.0,1.46,9.0,9.37,29.0,6.0,1.0,1.0,1
328,campo_grande,2025-05-27 01:01,23.0,14.0,65.0,16.0,1016.0,0.0,27.0,55.0,1.0,120.0,2.0,4.1,2.0,1.58,8.0,1.54,1.0,1.0,0
329,curitiba,2025-05-27 01:01,14.0,5.0,98.0,14.0,1021.0,0.0,19.0,31.07,3.0,340.0,15.0,28.65,32.0,34.68,87.0,30.65,3.0,5.19,1
330,fernandopolis,2025-05-27 02:01,19.0,10.0,70.0,13.0,1015.0,0.0,24.0,42.17,1.0,140.0,3.0,6.75,4.0,4.03,15.0,3.51,1.0,1.0,0
331,ribeirao_preto,2025-05-27 02:01,17.0,10.0,72.0,12.0,1019.0,0.0,25.0,47.4,2.0,280.0,6.0,11.88,16.0,19.36,54.0,14.94,1.0,2.37,1
332,sao_paulo,2025-05-27 02:01,18.0,8.0,79.0,15.0,1021.0,0.0,8.0,8.62,8.0,740.0,42.0,80.06,47.0,56.13,96.0,36.88,9.0,16.97,1
333,porto_alegre,2025-05-27 02:01,18.0,8.0,92.0,17.0,1013.0,0.0,25.0,40.2,1.0,230.0,7.0,14.09,16.0,15.52,62.0,15.33,1.0,4.21,1
334,rio_de_janeiro,2025-05-27 02:01,21.0,10.0,92.0,19.0,1018.0,0.0,17.0,30.79,2.0,250.0,10.0,22.27,15.0,15.12,58.0,14.23,1.0,4.32,1
335,manaus,2025-05-27 02:01,26.0,0.0,94.0,25.0,1013.0,0.0,19.0,35.57,1.0,180.0,3.0,5.91,17.0,20.68,53.0,15.1,1.0,2.12,1
336,belo_horizonte,2025-05-27 02:01,17.0,10.0,77.0,13.0,1020.0,0.0,19.0,32.82,1.0,160.0,5.0,9.21,6.0,6.67,28.0,6.18,1.0,3.63,1
337,fortaleza,2025-05-27 02:01,27.0,27.0,77.0,23.0,1013.0,0.0,29.0,50.28,1.0,100.0,1.0,1.38,8.0,7.77,25.0,5.0,1.0,1.0,0
338,campo_grande,2025-05-27 02:01,23.0,18.0,62.0,15.0,1016.0,0.0,26.0,55.88,1.0,110.0,1.0,3.48,1.0,1.23,6.0,1.21,1.0,1.0,0
339,curitiba,2025-05-27 02:01,13.0,5.0,100.0,13.0,1021.0,0.0,17.0,34.84,3.0,310.0,12.0,24.25,35.0,41.21,88.0,30.5,3.0,4.96,1
340,fernandopolis,2025-05-27 03:00,18.0,11.0,74.0,13.0,1015.0,0.0,23.0,39.65,1.0,140.0,3.0,6.46,4.0,4.08,15.0,3.57,1.0,1.0,0
341,ribeirao_preto,2025-05-27 03:00,17.0,8.0,73.0,12.0,1019.0,0.0,23.0,40.81,2.0,330.0,7.0,13.2,19.0,23.0,64.0,20.33,1.0,2.49,1
342,sao_paulo,2025-05-27 03:00,18.0,10.0,79.0,14.0,1021.0,0.0,6.0,9.68,8.0,640.0,38.0,72.19,50.0,57.76,103.0,39.51,9.0,15.37,1
343,porto_alegre,2025-05-27 03:00,18.0,5.0,94.0,17.0,1013.0,0.0,22.0,37.95,1.0,210.0,5.0,10.82,13.0,13.31,56.0,13.17,1.0,3.45,1
344,rio_de_janeiro,2025-05-27 03:00,21.0,8.0,87.0,19.0,1018.0,0.0,16.0,30.26,2.0,230.0,10.0,21.54,14.0,13.65,55.0,12.99,1.0,4.14,1
345,manaus,2025-05-27 03:00,26.0,2.0,88.0,24.0,1013.0,0.0,19.0,31.83,1.0,200.0,3.0,7.1,18.0,19.59,56.0,16.01,1.0,2.27,1
346,belo_horizonte,2025-05-27 03:00,18.0,8.0,77.0,14.0,1020.0,0.0,19.0,32.11,1.0,150.0,4.0,8.13,6.0,6.3,27.0,5.89,1.0,4.27,1
347,fortaleza,2025-05-27 03:00,27.0,26.0,78.0,23.0,1013.0,0.0,26.0,47.24,1.0,100.0,1.0,1.42,6.0,5.3,18.0,3.6,1.0,1.0,0
348,campo_grande,2025-05-27 03:00,23.0,26.0,62.0,15.0,1015.0,0.0,26.0,55.88,1.0,110.0,1.0,3.48,1.0,1.27,7.0,1.24,1.0,1.0,0
349,curitiba,2025-05-27 03:00,13.0,8.0,100.0,13.0,1020.0,0.0,17.0,48.54,3.0,230.0,7.0,13.14,33.0,31.67,85.0,25.58,1.0,4.53,1
350,fernandopolis,2025-05-27 04:00,18.0,11.0,73.0,13.0,1015.0,0.0,21.0,38.07,1.0,140.0,3.0,6.32,4.0,3.85,15.0,3.52,1.0,1.0,0
351,ribeirao_preto,2025-05-27 04:00,17.0,3.0,76.0,12.0,1018.0,0.0,22.0,35.1,2.0,380.0,8.0,15.41,21.0,25.27,71.0,23.99,1.0,2.63,1
352,sao_paulo,2025-05-27 04:00,17.0,8.0,85.0,14.0,1021.0,0.0,6.0,11.14,8.0,550.0,34.0,64.57,46.0,46.84,107.0,39.86,7.0,13.89,1
353,porto_alegre,2025-05-27 04:00,18.0,10.0,97.0,17.0,1011.0,0.0,22.0,37.95,1.0,210.0,5.0,10.82,13.0,13.37,56.0,13.24,1.0,3.45,1
354,rio_de_janeiro,2025-05-27 04:00,21.0,5.0,88.0,19.0,1017.0,0.0,15.0,29.69,2.0,220.0,10.0,21.31,13.0,13.1,53.0,12.07,1.0,4.15,1
355,manaus,2025-05-27 04:00,26.0,5.0,89.0,24.0,1013.0,0.0,18.0,28.89,1.0,200.0,4.0,7.73,14.0,12.65,57.0,15.2,1.0,2.33,1
356,belo_horizonte,2025-05-27 04:00,18.0,8.0,79.0,14.0,1019.0,0.0,17.0,31.58,1.0,150.0,4.0,7.49,6.0,6.14,27.0,5.89,1.0,4.6,1
357,fortaleza,2025-05-27 04:00,27.0,26.0,78.0,23.0,1013.0,0.0,26.0,47.24,1.0,100.0,1.0,1.42,6.0,5.3,18.0,3.6,1.0,1.0,0
358,campo_grande,2025-05-27 04:00,22.0,26.0,55.0,13.0,1014.0,0.0,26.0,56.13,1.0,110.0,1.0,3.18,1.0,1.12,5.0,1.03,1.0,1.0,0
359,curitiba,2025-05-27 04:00,13.0,5.0,100.0,13.0,1020.0,0.0,17.0,48.54,3.0,230.0,7.0,13.14,36.0,39.04,93.0,33.62,1.0,4.53,1
